cz,czname,stateabbrv,state_id,w2_or_sc_nz_30_q1_f,w2_or_sc_nz_30_q1_m,w2_or_sc_nz_30_q2_f,w2_or_sc_nz_30_q2_m,w2_or_sc_nz_30_q3_f,w2_or_sc_nz_30_q3_m,w2_or_sc_nz_30_q4_f,w2_or_sc_nz_30_q4_m,w2_or_sc_nz_30_q5_f,w2_or_sc_nz_30_q5_m,w2_pos_30_q1_f,w2_pos_30_q1_m,w2_pos_30_q2_f,w2_pos_30_q2_m,w2_pos_30_q3_f,w2_pos_30_q3_m,w2_pos_30_q4_f,w2_pos_30_q4_m,w2_pos_30_q5_f,w2_pos_30_q5_m,w2_pos_30_var_q1_f,w2_pos_30_var_q1_m,w2_pos_30_var_q2_f,w2_pos_30_var_q2_m,w2_pos_30_var_q3_f,w2_pos_30_var_q3_m,w2_pos_30_var_q4_f,w2_pos_30_var_q4_m,w2_pos_30_var_q5_f,w2_pos_30_var_q5_m,w2_or_sc_nz_30_q1_f_sp,w2_or_sc_nz_30_q1_m_sp,w2_or_sc_nz_30_q2_f_sp,w2_or_sc_nz_30_q2_m_sp,w2_or_sc_nz_30_q3_f_sp,w2_or_sc_nz_30_q3_m_sp,w2_or_sc_nz_30_q4_f_sp,w2_or_sc_nz_30_q4_m_sp,w2_or_sc_nz_30_q5_f_sp,w2_or_sc_nz_30_q5_m_sp,w2_pos_30_q1_f_sp,w2_pos_30_q1_m_sp,w2_pos_30_q2_f_sp,w2_pos_30_q2_m_sp,w2_pos_30_q3_f_sp,w2_pos_30_q3_m_sp,w2_pos_30_q4_f_sp,w2_pos_30_q4_m_sp,w2_pos_30_q5_f_sp,w2_pos_30_q5_m_sp,w2_pos_30_var_q1_f_sp,w2_pos_30_var_q1_m_sp,w2_pos_30_var_q2_f_sp,w2_pos_30_var_q2_m_sp,w2_pos_30_var_q3_f_sp,w2_pos_30_var_q3_m_sp,w2_pos_30_var_q4_f_sp,w2_pos_30_var_q4_m_sp,w2_pos_30_var_q5_f_sp,w2_pos_30_var_q5_m_sp,w2_or_sc_nz_30_q1_f_tp,w2_or_sc_nz_30_q1_m_tp,w2_or_sc_nz_30_q2_f_tp,w2_or_sc_nz_30_q2_m_tp,w2_or_sc_nz_30_q3_f_tp,w2_or_sc_nz_30_q3_m_tp,w2_or_sc_nz_30_q4_f_tp,w2_or_sc_nz_30_q4_m_tp,w2_or_sc_nz_30_q5_f_tp,w2_or_sc_nz_30_q5_m_tp,w2_pos_30_q1_f_tp,w2_pos_30_q1_m_tp,w2_pos_30_q2_f_tp,w2_pos_30_q2_m_tp,w2_pos_30_q3_f_tp,w2_pos_30_q3_m_tp,w2_pos_30_q4_f_tp,w2_pos_30_q4_m_tp,w2_pos_30_q5_f_tp,w2_pos_30_q5_m_tp,w2_pos_30_var_q1_f_tp,w2_pos_30_var_q1_m_tp,w2_pos_30_var_q2_f_tp,w2_pos_30_var_q2_m_tp,w2_pos_30_var_q3_f_tp,w2_pos_30_var_q3_m_tp,w2_pos_30_var_q4_f_tp,w2_pos_30_var_q4_m_tp,w2_pos_30_var_q5_f_tp,w2_pos_30_var_q5_m_tp,pop2000,Bj_p25_czkir26_f_cc2,Bj_p25_czkir26_m_cc2,cs_race_bla,cs_race_theil_2000,cs00_seg_inc_pov25,frac_traveltime_lt15,hhinc00,gini,inc_share_1perc,taxrate,eitc_exposure,tax_st_diff_top20,ccd_pup_tch_ratio,score_r,dropout_r,num_inst_pc,tuition,gradrate_r,cs_elf_ind_man,d_tradeusch_pw_1990,frac_worked1416,mig_inflow,mig_outflow,cs_born_foreign,scap_ski90pcm,rel_tot,crime_violent,cs_fam_wkidsinglemom,cs_divorced,cs_married,cs_race_bla_st,cs00_seg_inc_pov25_st,cs_fam_wkidsinglemom_st,e_rank_b_kir26_f_p25,e_rank_b_kir26_m_p25
29501,Leavenworth,KS,Kansas,0.711538462,0.790909091,0.864705882,0.808510638,0.837398374,0.900383142,0.878048781,0.895705522,0.892156863,0.9,0.701923077,0.781818182,0.817647059,0.794326241,0.800813008,0.885057471,0.839721254,0.877300614,0.843137255,0.882352941,0.002011799,0.001550714,0.000877061,0.001158667,0.000648421,0.000389773,0.000468953,0.000330197,0.000648318,0.000610625,0.71875,0.774647887,0.886075949,0.808823529,0.9,0.846153846,0.882352941,0.882352941,,,0.703125,0.76056338,0.82278481,0.794117647,0.875,0.820512821,0.823529412,0.882352941,,,0.003261566,0.002564884,0.001845696,0.002404335,0.002734375,0.003776193,0.008548749,0.006106249,,,0.7,0.820512821,0.846153846,0.808219178,0.825242718,0.90990991,0.877777778,0.896440129,0.889447236,0.897590361,0.7,0.820512821,0.813186813,0.794520548,0.786407767,0.896396396,0.840740741,0.877022654,0.83919598,0.879518072,0.00525,0.003776193,0.001669385,0.002236406,0.000815391,0.000418333,0.00049591,0.000349042,0.000678121,0.00063835,85465,-0.097196795,0.36833227,0.092447199,0.088672027,0.071495533,0.42542025,33079.965,0.29644001,5.7589998,0.018630983,1.9047619,0.2,15.9668077,6.2030706,0.000364424,0.023401393,12305.39,0.083693817,0.10582289,0.410911827,0.51555997,0.046931492,0.04790265,0.022804253,-0.548083561,0.3781431,0.001017961,0.17778419,0.1357027,0.56444687,-0.28060147,-0.23197979,-1.1276658,43.20821,49.2887
29502,Kansas City,MO,Missouri,0.791652974,0.714431239,0.830586081,0.814883291,0.84582744,0.87236534,0.862280277,0.902806406,0.895141451,0.915789474,0.741373644,0.686587436,0.788919414,0.788537093,0.801374015,0.842505855,0.819545235,0.876010782,0.851322263,0.882706767,6.30098E-05,7.3068E-05,3.8124E-05,3.85362E-05,3.21628E-05,2.58957E-05,2.38495E-05,1.72215E-05,1.94607E-05,1.55693E-05,0.798548869,0.698321555,0.833078101,0.791584742,0.861886793,0.839151266,0.838768116,0.865448505,0.888446215,0.882113821,0.750746906,0.674469965,0.795941807,0.771529689,0.826415094,0.810403833,0.795289855,0.832225914,0.844621514,0.833333333,7.9866E-05,9.69789E-05,6.21816E-05,6.93164E-05,0.000108267,0.000105167,0.000294935,0.000231937,0.000522853,0.000564589,0.768571429,0.767988253,0.826879271,0.84809417,0.83995585,0.885612886,0.864577801,0.906748466,0.895410203,0.917083073,0.71,0.726872247,0.778473804,0.812780269,0.792218543,0.855309855,0.821915383,0.880631025,0.851591236,0.884603373,0.000294143,0.000291526,9.82075E-05,8.52962E-05,4.54217E-05,3.37851E-05,2.59109E-05,1.84259E-05,2.02117E-05,1.59401E-05,1762873,-0.060670633,-0.067607611,0.12448316,0.30551627,0.10552441,0.28136763,42530.852,0.43748999,14.187,0.026222587,0,0,16.241924,-0.78716385,0.004260715,0.014181396,4816.7983,-0.10230222,0.11348258,0.508465671,0.56378001,0.016705117,0.015802613,0.045459688,0.185284913,0.4871009,0.001564492,0.22054178,0.11277547,0.55611598,0.038367428,0.91724902,0.0459271,42.120613,44.504322
29503,St. Joseph,MO,Missouri,0.759375,0.751497006,0.81512605,0.841004184,0.839869281,0.88449848,0.888030888,0.921200751,0.923694779,0.912698413,0.7125,0.724550898,0.779411765,0.79916318,0.789215686,0.8556231,0.835907336,0.887429644,0.899598394,0.880952381,0.000640137,0.000597536,0.000361196,0.000335777,0.000271821,0.000187739,0.0002648,0.000187426,0.000362735,0.000416172,0.755555556,0.732323232,0.805714286,0.836363636,0.857142857,0.866666667,0.857142857,0.88,,,0.711111111,0.702020202,0.771428571,0.824242424,0.797619048,0.855555556,0.857142857,0.88,,,0.00114129,0.001056504,0.00100758,0.000877981,0.001921701,0.001373114,0.005830904,0.004224,,,0.764285714,0.779411765,0.820598007,0.843450479,0.837121212,0.887323944,0.889336016,0.923228347,0.922764228,0.914285714,0.714285714,0.757352941,0.784053156,0.785942492,0.787878788,0.855633803,0.83501006,0.887795276,0.898373984,0.885714286,0.001457726,0.001351246,0.000562504,0.000537498,0.000316526,0.000217473,0.0002772,0.000196092,0.000371131,0.000413161,158300,0.16412082,0.45395124,0.033259634,0.087517403,0.029142361,0.40575683,32193.703,0.36636999,8.9840002,0.018350814,0,0,14.93189019,-0.56703579,-0.015029445,0.018951358,2148.3289,-0.086430669,0.15833263,1.798344117,0.51362002,0.01409981,0.015249526,0.008564778,0.698116126,0.53833228,0.000726469,0.20363866,0.11599278,0.56226808,-0.86990774,-1.6623383,-0.41802281,40.322334,48.721478
29504,Sedalia,MO,Missouri,0.784210526,0.770408163,0.811111111,0.833333333,0.863221885,0.88530466,0.858757062,0.876344086,0.863636364,0.875,0.742105263,0.729591837,0.748148148,0.776515151,0.82674772,0.827956989,0.836158192,0.838709677,0.818181818,0.84375,0.00100729,0.001006569,0.000697861,0.000657346,0.000435368,0.000510553,0.000773998,0.000727289,0.001690458,0.001373291,0.782178218,0.744680851,0.802469136,0.769230769,0.756756757,0.864864865,0.7,,,,0.722772277,0.70212766,0.740740741,0.743589744,0.756756757,0.810810811,0.6,,,,0.001983886,0.002224941,0.002370912,0.002444411,0.004975026,0.004145855,0.024,,,,0.786516854,0.794117647,0.814814815,0.860215054,0.876712329,0.888429752,0.868263473,0.882022472,0.864197531,0.876404494,0.764044944,0.754901961,0.751322751,0.790322581,0.835616438,0.830578512,0.850299401,0.848314607,0.839506173,0.842696629,0.002025621,0.001813971,0.000988555,0.000890929,0.000470416,0.000581479,0.000762218,0.000722904,0.001663402,0.001489427,88232,0.15275417,-0.21118911,0.016286608,0.10355976,0.018948454,0.43661934,31288.852,0.36972001,8.3149996,0.014380617,0,0,15.01643797,-2.0148509,-0.006639587,0.011333756,1950,-0.11478414,0.20234245,2.752289987,0.51919001,0.020967449,0.017827999,0.017154712,0.700161562,0.57782888,0.000827364,0.20306291,0.11648536,0.60210443,-1.0389012,-2.0066085,-0.43382579,39.247028,47.970032
29505,Polk,MO,Missouri,0.901960784,0.867924528,0.837398374,0.915966387,0.8828125,0.937106918,0.913461539,0.914893617,0.923076923,0.964285714,0.843137255,0.773584906,0.772357724,0.840336135,0.84375,0.886792453,0.855769231,0.861702128,0.846153846,0.892857143,0.002593271,0.003304742,0.001429441,0.00112749,0.001029968,0.000631394,0.00118681,0.001267783,0.003337885,0.003416545,0.88,0.818181818,0.863636364,0.88,0.833333333,,,,,,0.88,0.727272727,0.681818182,0.8,0.833333333,,,,,,0.004224,0.009015777,0.009861006,0.0064,0.011574074,,,,,,0.923076923,0.903225807,0.831683168,0.925531915,0.887931035,0.934210526,0.910891089,0.912087912,0.923076923,0.962962963,0.807692308,0.806451613,0.792079208,0.85106383,0.844827586,0.881578947,0.851485149,0.857142857,0.846153846,0.888888889,0.005974056,0.005035078,0.001630592,0.001348449,0.00113012,0.000686826,0.001252061,0.001345593,0.003337885,0.003657979,33693,0.70783609,-0.79110575,0.012791974,0.045573782,0.015645416,0.56901407,27754.281,0.31248,6.4240003,0.019261554,0,0,12.26509711,3.9187183,-0.019567175,0.059359509,2368.6404,0.1589946,0.16886416,1.062350024,0.48888999,0.010031757,0.014750838,0.010181602,0.926536627,0.59588045,0.001602707,0.14571589,0.077142447,0.52994436,-1.0736958,-2.1181593,-2.0078633,44.527744,54.099636
29506,Bethany,MO,Missouri,0.805555556,0.86,0.927536232,0.833333333,0.867647059,0.925,0.923076923,1,1,1,0.777777778,0.8,0.898550725,0.773809524,0.808823529,0.8625,0.923076923,0.9375,0.916666667,0.933333333,0.004801097,0.0032,0.001321121,0.002083671,0.002273942,0.001482422,0.002730997,0.001831055,0.006365741,0.004148148,0.85,0.823529412,1,0.764705882,,,,,,,0.85,0.764705882,1,0.705882353,,,,,,,0.006375,0.010584164,0,0.012212497,,,,,,,0.75,0.878787879,0.912280702,0.850746269,0.859375,0.934210526,0.923076923,1,1,1,0.6875,0.818181818,0.877192983,0.791044776,0.796875,0.868421053,0.923076923,0.9375,0.9,0.933333333,0.013427734,0.004507889,0.00188992,0.002467059,0.002529144,0.001503499,0.002730997,0.001831055,0.009,0.004148148,18093,,,0.00132648,0.011864394,0.011752144,0.46832788,31180.555,0.29491001,6.6679997,0.015676653,0,0,12.75620201,1.0582563,-0.004494298,,,,0.10410317,0.793877892,0.53825003,0.008566849,0.007571989,0.007535674,2.355529938,0.7506218,0.0005527,0.16130453,0.087864436,0.62819403,-1.187853,-2.2496436,-1.5799927,48.563374,53.207924
29601,Columbia,MO,Missouri,0.828451883,0.771689498,0.864795918,0.844086022,0.874251497,0.885858586,0.903066271,0.924015009,0.900576369,0.898630137,0.782426778,0.742009132,0.827806122,0.801075269,0.823353293,0.846464647,0.850642928,0.887429644,0.867435159,0.856164384,0.00035614,0.000437058,0.000181815,0.000214185,0.000145152,0.000131275,0.000125667,9.37132E-05,0.000165694,0.000168694,0.841614907,0.763250883,0.853403141,0.835483871,0.888888889,0.822695036,0.916666667,0.852459016,0.833333333,0.92,0.807453416,0.745583039,0.827225131,0.806451613,0.82962963,0.780141844,0.875,0.770491803,0.833333333,0.92,0.000482834,0.000670279,0.000374146,0.000503508,0.001046995,0.001216458,0.002278646,0.002898921,0.011574074,0.002944,0.801282051,0.787096774,0.875621891,0.850230415,0.871972318,0.896348646,0.90238837,0.928358209,0.901759531,0.89787234,0.730769231,0.735483871,0.828358209,0.797235023,0.822376009,0.857479388,0.849428868,0.894527363,0.868035191,0.853900709,0.00126119,0.001255144,0.000353684,0.000372469,0.000168482,0.000143944,0.000132814,9.38788E-05,0.000167962,0.000176956,302388,0.19198023,0.29539663,0.077979282,0.13123068,0.085095666,0.4216103,32704.715,0.38995999,11.061,0.019464677,0,0,15.25452544,1.5659363,-0.004339316,0.033070095,5571.1284,0.17879847,0.091557302,2.11949199,0.53596002,0.019266638,0.016991415,0.028641077,1.106704517,0.52326483,0.00116076,0.20943029,0.10247857,0.52707624,-0.42465258,0.22732621,-0.25905639,43.203182,47.418324
29602,Eldon,MO,Missouri,0.794594595,0.82122905,0.845238095,0.886363636,0.819095477,0.886255924,0.899159664,0.933333333,0.885714286,0.983870968,0.686486487,0.74301676,0.805555556,0.777272727,0.713567839,0.834123223,0.87394958,0.866666667,0.871428571,0.903225807,0.001163367,0.00106672,0.000621571,0.000786908,0.001027079,0.000655743,0.000925729,0.000962963,0.001600583,0.001409822,0.824074074,0.860465116,0.921875,0.924528302,0.75,0.923076923,,,,,0.712962963,0.837209302,0.859375,0.811320755,0.6875,0.923076923,,,,,0.001894878,0.001584766,0.001888275,0.00288829,0.013427734,0.005461994,,,,,0.753246753,0.784946237,0.819148936,0.874251497,0.825136612,0.883838384,0.905172414,0.93220339,0.878787879,0.983050848,0.649350649,0.655913979,0.787234043,0.766467066,0.715846995,0.828282828,0.879310345,0.86440678,0.863636364,0.898305085,0.00295707,0.002426783,0.000890939,0.001071828,0.001111531,0.000718335,0.000914859,0.000993286,0.001784373,0.001548357,79924,-0.29378989,-0.9446919,0.003178019,0.020823585,0.017239096,0.33579132,34165.195,0.40123001,7.9750004,0.016699957,0,0,15.73568136,3.5815563,-0.012790514,,,,0.12436247,1.890708529,0.61561,0.022734097,0.018942996,0.010783657,-0.92852358,0.47495121,0.002167322,0.18069571,0.10600729,0.62945867,-1.169418,-2.0643373,-1.0477514,39.769871,46.73167
29700,Springfield,MO,Missouri,0.763794773,0.771106942,0.783527697,0.828700711,0.827610371,0.894842599,0.869070209,0.920296571,0.890961263,0.905247813,0.699903195,0.688555347,0.701166181,0.789915966,0.758934828,0.846617549,0.823529412,0.885078777,0.822094692,0.844023324,0.000203329,0.00020117,0.00015272,0.000107271,0.000128208,8.69767E-05,0.000137883,9.42672E-05,0.000209835,0.000191907,0.763401109,0.747645951,0.789081886,0.794432548,0.853503185,0.879194631,0.796296296,0.913043478,0.791666667,0.9,0.711645102,0.694915254,0.734491315,0.766595289,0.815286624,0.832214765,0.777777778,0.891304348,0.666666667,0.866666667,0.000379309,0.000399262,0.000483905,0.000383141,0.0009592,0.000937137,0.003200732,0.002106107,0.009259259,0.003851852,0.764227642,0.794392523,0.78121775,0.843518519,0.824409449,0.896577381,0.873,0.920619555,0.894502229,0.905487805,0.68699187,0.682242991,0.687306502,0.8,0.751968504,0.848214286,0.826,0.884801549,0.827637444,0.842987805,0.000437061,0.00040521,0.000221792,0.000148148,0.00014686,9.57938E-05,0.000143724,9.86716E-05,0.000211967,0.000201767,440866,-0.012522455,-0.16669445,0.013983841,0.067051411,0.061460789,0.34411243,31925.945,0.46316999,12.472,0.014392639,0,0,16.53625728,3.3641138,0.002345857,0.02268263,5048.2305,0.026804853,0.14413866,4.33328204,0.46845001,0.019815545,0.014775465,0.014384982,0.31122599,0.51259112,0.001240979,0.18971595,0.10971368,0.58600378,-1.0618289,-0.57087481,-0.80016762,37.63662,46.371258
29800,Aurora,MO,Missouri,0.730375427,0.781879195,0.800511509,0.87755102,0.84375,0.902631579,0.897727273,0.931192661,0.840909091,0.961538462,0.679180887,0.724832215,0.721227622,0.829081633,0.78125,0.857894737,0.840909091,0.876146789,0.784090909,0.935897436,0.000743666,0.000669297,0.000514216,0.000361493,0.000445048,0.000320819,0.000760119,0.000497769,0.001923777,0.000769146,0.722222222,0.798507463,0.863013699,0.891304348,0.892857143,0.966666667,,,,,0.691358025,0.76119403,0.794520548,0.847826087,0.75,0.866666667,,,,,0.001317174,0.00135655,0.002236406,0.001402359,0.006696429,0.003851852,,,,,0.740458015,0.768292683,0.786163522,0.873333333,0.83988764,0.897142857,0.893491124,0.933014354,0.837209302,0.96,0.664122137,0.695121951,0.704402516,0.823333333,0.783707865,0.857142857,0.834319527,0.880382775,0.779069767,0.933333333,0.001702778,0.00129224,0.000654779,0.000484852,0.000476151,0.000349854,0.000817932,0.000503871,0.002001396,0.00082963,137575,0.17373547,0.50319368,0.001773578,0.053253844,0.006699566,0.36279207,31417.221,0.38440999,9.7620001,0.014193172,0,0,15.28802881,-0.79971397,0.000595391,0.007268763,,0.26294109,0.17354867,5.417977981,0.52582002,0.020934036,0.0220825,0.023121601,-0.16084965,0.46379793,0.001083046,0.17637855,0.10861071,0.6294924,-1.1834015,-2.42028,-1.1662472,38.073437,47.859753
29901,Joplin,MO,Missouri,0.775631501,0.801144492,0.803719008,0.845918367,0.83808554,0.890495868,0.877250409,0.911717496,0.895384615,0.927868853,0.719167905,0.759656652,0.739669422,0.814285714,0.784114053,0.853305785,0.831423895,0.887640449,0.821538462,0.885245902,0.000300097,0.000261199,0.000198924,0.000154311,0.000172382,0.000129313,0.000229391,0.000160088,0.000451117,0.000333068,0.755154639,0.81127451,0.810714286,0.846938776,0.802469136,0.904761905,0.857142857,0.826086957,1,0.916666667,0.701030928,0.776960784,0.760714286,0.826530612,0.790123457,0.880952381,0.857142857,0.826086957,0.923076923,0.916666667,0.000540172,0.000424737,0.0006501,0.000487679,0.002047264,0.001248515,0.004373178,0.006246404,0.005461994,0.006365741,0.803508772,0.786941581,0.800872093,0.84548105,0.841287458,0.889140272,0.878216124,0.915,0.891025641,0.928327645,0.743859649,0.735395189,0.731104651,0.809037901,0.783573807,0.850678733,0.830188679,0.89,0.817307692,0.883959044,0.000668535,0.000668691,0.000285742,0.000225212,0.00018822,0.000143693,0.00024181,0.000163167,0.000478576,0.000350087,266742,-0.4069168,0.42187408,0.012311522,0.10111993,0.020603346,0.45388049,30455.855,0.4278,12.377,0.01634708,0,0,16.83372649,1.805769,0.005621471,0.029991528,1858.1331,0.008466254,0.21249655,2.265260828,0.46044999,0.01391232,0.014414678,0.020298302,0.232475591,0.55756497,0.001023461,0.20198604,0.11120464,0.58113283,-1.0784794,-1.9507194,-0.46338308,38.316723,47.150558
29902,Center,MO,Missouri,0.803680982,0.840490798,0.783068783,0.832460733,0.844155844,0.883977901,0.917431193,0.938053097,0.886363636,0.902439024,0.736196319,0.785276074,0.708994709,0.769633508,0.748917749,0.828729282,0.825688073,0.89380531,0.886363636,0.902439024,0.00119148,0.001034464,0.001091647,0.000928261,0.000814026,0.000784183,0.001320434,0.000839977,0.002289162,0.002147386,0.780821918,0.821917808,0.804878049,0.787234043,0.8,0.615384615,,,,,0.726027397,0.753424658,0.780487805,0.744680851,0.7,0.615384615,,,,,0.002724817,0.002544876,0.004178697,0.004045346,0.021,0.018206645,,,,,0.822222222,0.855555556,0.777027027,0.847222222,0.846153846,0.904761905,0.917431193,0.935779817,0.902439024,0.9,0.744444444,0.811111111,0.689189189,0.777777778,0.751131222,0.845238095,0.825688073,0.889908257,0.902439024,0.9,0.002113855,0.001702332,0.001447348,0.001200274,0.000845851,0.000778635,0.001320434,0.000898822,0.002147386,0.00225,54651,-0.63095003,0.71160781,0.004135332,0.014396852,0.010539956,0.46734101,28968.068,0.34220001,6.6830001,0.012208091,0,0,15.50928956,0.34127095,-0.00717343,0.018297927,8800,0.24651827,0.21603592,2.036353243,0.49768999,0.015589834,0.015168981,0.010840057,0.414926852,0.52934074,0.000677023,0.17565928,0.10855777,0.60912579,-1.1598864,-2.2905817,-1.1859893,38.8433,48.800205
30000,Russellville,AR,Arkansas,0.741258741,0.74137931,0.780933063,0.844488189,0.821266968,0.879732739,0.845588235,0.91015625,0.866242038,0.918918919,0.68997669,0.709359606,0.718052738,0.807086614,0.730769231,0.828507795,0.801470588,0.875,0.770700637,0.886486487,0.000498622,0.000507804,0.000410655,0.000306492,0.000445126,0.000316442,0.000584983,0.000427246,0.001125613,0.000543936,0.74137931,0.729357798,0.805555556,0.834586466,0.696969697,0.878048781,,,,,0.706896552,0.701834862,0.743055556,0.812030075,0.636363636,0.878048781,,,,,0.000893077,0.000959921,0.001325861,0.001147648,0.007012271,0.002611686,,,,,0.741116751,0.755319149,0.770773639,0.848,0.831295844,0.879901961,0.841509434,0.907630522,0.863636364,0.92178771,0.670050761,0.718085106,0.70773639,0.805333333,0.738386308,0.823529412,0.796226415,0.871485944,0.766233766,0.888268156,0.001122247,0.001076803,0.000592681,0.000418057,0.000472303,0.000356198,0.000612264,0.000449792,0.001163114,0.000554457,138646,1.1357485,1.5175365,0.016913578,0.10801681,0.01265371,0.40366495,28758.484,0.44402999,10.927,0.010607558,0,1,17.34222025,4.951086,0.011200659,0.014425226,3395.447,0.083142363,0.25205833,3.637668612,0.37083,0.009888493,0.01302598,0.032517254,-0.927187458,0.53458446,0.00060586,0.17558062,0.10555891,0.61455059,-1.0326587,-2.2191958,-1.1881484,36.888519,48.705547
30100,Fort Smith,AR,Arkansas,0.73694207,0.788999098,0.786030062,0.815766924,0.847725163,0.868677906,0.861313869,0.896644295,0.883233533,0.903047091,0.661918329,0.746618575,0.726790451,0.776349614,0.776230269,0.839396628,0.797080292,0.857718121,0.823353293,0.869806094,0.000212519,0.000170585,0.000175567,0.000148784,0.000161278,0.000119618,0.000236122,0.000163809,0.000435457,0.000313694,0.759729272,0.7696,0.774193548,0.799511002,0.865771812,0.822580645,0.789473684,0.708333333,0.933333333,,0.686971235,0.7328,0.724565757,0.760391198,0.771812081,0.806451613,0.736842105,0.708333333,0.8,,0.000363861,0.000313287,0.000495211,0.000445468,0.001182001,0.001258769,0.01020557,0.008608217,0.010666667,,0.707792208,0.814049587,0.792582418,0.824538259,0.844827586,0.874376869,0.863363363,0.902912621,0.880877743,0.90625,0.62987013,0.76446281,0.728021978,0.784960422,0.776939655,0.843469591,0.798798799,0.862690707,0.824451411,0.872159091,0.000504619,0.000372024,0.000271986,0.000222688,0.00018675,0.000131634,0.00024132,0.000164293,0.000453703,0.000316755,332832,0.072737686,0.51276845,0.033638593,0.1287111,0.030152321,0.37071651,29347.248,0.44139001,10.514,0.01408597,0,1,16.54363023,-2.178766,0.003991812,0.009013556,1240.8439,-0.12692396,0.22178274,1.529463686,0.42322999,0.010335545,0.010566893,0.035555609,-0.835492205,0.61927038,0.00168854,0.20163688,0.11877671,0.60201919,-0.86613458,-1.6282297,-0.47296679,36.879005,48.459606
30200,Muskogee,OK,Oklahoma,0.747795415,0.777985075,0.805825243,0.792727273,0.826839827,0.894618834,0.879365079,0.927672956,0.897637795,0.897959184,0.69664903,0.723880597,0.755339806,0.750909091,0.785714286,0.860986547,0.822222222,0.899371069,0.834645669,0.87755102,0.000372715,0.000372906,0.000358838,0.000340081,0.000364432,0.00026836,0.000464041,0.0002846,0.001086711,0.000730988,0.749206349,0.752442997,0.812834225,0.726775956,0.861538462,0.846153846,0.888888889,1,,,0.704761905,0.719869707,0.770053476,0.68852459,0.846153846,0.826923077,0.777777778,1,,,0.000660548,0.000656864,0.000946904,0.001171904,0.002002731,0.002752333,0.009602195,0,,,0.746031746,0.812227074,0.801829268,0.825613079,0.82115869,0.901015228,0.878787879,0.92384106,0.89516129,0.894366197,0.686507937,0.729257642,0.74695122,0.782016349,0.77581864,0.865482234,0.824915825,0.894039735,0.830645161,0.873239437,0.000854027,0.000862187,0.000576266,0.000464487,0.000438096,0.000295489,0.000486295,0.000313684,0.001134466,0.000779523,152466,0.23495078,-0.2196849,0.068113543,0.11297174,0.020711899,0.38845301,27010.686,0.47580999,14.553,0.014152822,0,0,15.28320487,-4.9514699,0.004230253,0.019676518,4006.179,-0.094046012,0.15469274,1.016388414,0.39791,0.018528721,0.019853607,0.018156415,-0.711553753,0.50686711,0.002341506,0.23105879,0.11653629,0.57484221,-0.52288169,-1.9470532,0.33459389,37.37315,44.275253
30300,Fayetteville,AR,Arkansas,0.773349938,0.803461063,0.804407714,0.847969783,0.823636364,0.885635865,0.872773537,0.921052632,0.871527778,0.890784983,0.702366127,0.737948084,0.749311295,0.808309726,0.761818182,0.834400732,0.819338422,0.902631579,0.791666667,0.85665529,0.000260334,0.000239037,0.000172492,0.000146313,0.000164956,0.000126419,0.000188324,0.000115642,0.000286338,0.000209551,0.766968326,0.793721973,0.802955665,0.81300813,0.810344828,0.875,0.857142857,0.909090909,0.851851852,1,0.705882353,0.748878924,0.756157636,0.780487805,0.767241379,0.845588235,0.833333333,0.909090909,0.814814815,1,0.000469711,0.000421658,0.000454146,0.0004643,0.0015395,0.000960064,0.003306878,0.001878287,0.005588579,0,0.781163435,0.815426997,0.805270864,0.866666667,0.825203252,0.887147335,0.873655914,0.92178771,0.872495446,0.887915937,0.698060942,0.724517906,0.745241581,0.823188406,0.761178862,0.832810867,0.818548387,0.902234637,0.790528233,0.852889667,0.000583856,0.000549839,0.000277974,0.000210941,0.000184741,0.000145493,0.000199633,0.000123195,0.000301627,0.000219735,384122,0.19338632,-0.015089735,0.010569558,0.1505772,0.047694828,0.37807241,32611.926,0.54510999,20.440001,0.014762414,0,1,18.30042804,1.5328137,0.014447227,0.007810019,3620.8706,0.10474404,0.19925641,1.224920132,0.44806999,0.030086795,0.015994918,0.060920943,-0.966822967,0.51214457,0.001163693,0.16842817,0.10258964,0.61656696,-1.0958234,-1.0357811,-1.3844661,40.153339,47.588482
