cz,czname,stateabbrv,state_id,w2_or_sc_nz_30_q1_f,w2_or_sc_nz_30_q1_m,w2_or_sc_nz_30_q2_f,w2_or_sc_nz_30_q2_m,w2_or_sc_nz_30_q3_f,w2_or_sc_nz_30_q3_m,w2_or_sc_nz_30_q4_f,w2_or_sc_nz_30_q4_m,w2_or_sc_nz_30_q5_f,w2_or_sc_nz_30_q5_m,w2_pos_30_q1_f,w2_pos_30_q1_m,w2_pos_30_q2_f,w2_pos_30_q2_m,w2_pos_30_q3_f,w2_pos_30_q3_m,w2_pos_30_q4_f,w2_pos_30_q4_m,w2_pos_30_q5_f,w2_pos_30_q5_m,w2_pos_30_var_q1_f,w2_pos_30_var_q1_m,w2_pos_30_var_q2_f,w2_pos_30_var_q2_m,w2_pos_30_var_q3_f,w2_pos_30_var_q3_m,w2_pos_30_var_q4_f,w2_pos_30_var_q4_m,w2_pos_30_var_q5_f,w2_pos_30_var_q5_m,w2_or_sc_nz_30_q1_f_sp,w2_or_sc_nz_30_q1_m_sp,w2_or_sc_nz_30_q2_f_sp,w2_or_sc_nz_30_q2_m_sp,w2_or_sc_nz_30_q3_f_sp,w2_or_sc_nz_30_q3_m_sp,w2_or_sc_nz_30_q4_f_sp,w2_or_sc_nz_30_q4_m_sp,w2_or_sc_nz_30_q5_f_sp,w2_or_sc_nz_30_q5_m_sp,w2_pos_30_q1_f_sp,w2_pos_30_q1_m_sp,w2_pos_30_q2_f_sp,w2_pos_30_q2_m_sp,w2_pos_30_q3_f_sp,w2_pos_30_q3_m_sp,w2_pos_30_q4_f_sp,w2_pos_30_q4_m_sp,w2_pos_30_q5_f_sp,w2_pos_30_q5_m_sp,w2_pos_30_var_q1_f_sp,w2_pos_30_var_q1_m_sp,w2_pos_30_var_q2_f_sp,w2_pos_30_var_q2_m_sp,w2_pos_30_var_q3_f_sp,w2_pos_30_var_q3_m_sp,w2_pos_30_var_q4_f_sp,w2_pos_30_var_q4_m_sp,w2_pos_30_var_q5_f_sp,w2_pos_30_var_q5_m_sp,w2_or_sc_nz_30_q1_f_tp,w2_or_sc_nz_30_q1_m_tp,w2_or_sc_nz_30_q2_f_tp,w2_or_sc_nz_30_q2_m_tp,w2_or_sc_nz_30_q3_f_tp,w2_or_sc_nz_30_q3_m_tp,w2_or_sc_nz_30_q4_f_tp,w2_or_sc_nz_30_q4_m_tp,w2_or_sc_nz_30_q5_f_tp,w2_or_sc_nz_30_q5_m_tp,w2_pos_30_q1_f_tp,w2_pos_30_q1_m_tp,w2_pos_30_q2_f_tp,w2_pos_30_q2_m_tp,w2_pos_30_q3_f_tp,w2_pos_30_q3_m_tp,w2_pos_30_q4_f_tp,w2_pos_30_q4_m_tp,w2_pos_30_q5_f_tp,w2_pos_30_q5_m_tp,w2_pos_30_var_q1_f_tp,w2_pos_30_var_q1_m_tp,w2_pos_30_var_q2_f_tp,w2_pos_30_var_q2_m_tp,w2_pos_30_var_q3_f_tp,w2_pos_30_var_q3_m_tp,w2_pos_30_var_q4_f_tp,w2_pos_30_var_q4_m_tp,w2_pos_30_var_q5_f_tp,w2_pos_30_var_q5_m_tp,pop2000,Bj_p25_czkir26_f_cc2,Bj_p25_czkir26_m_cc2,cs_race_bla,cs_race_theil_2000,cs00_seg_inc_pov25,frac_traveltime_lt15,hhinc00,gini,inc_share_1perc,taxrate,eitc_exposure,tax_st_diff_top20,ccd_pup_tch_ratio,score_r,dropout_r,num_inst_pc,tuition,gradrate_r,cs_elf_ind_man,d_tradeusch_pw_1990,frac_worked1416,mig_inflow,mig_outflow,cs_born_foreign,scap_ski90pcm,rel_tot,crime_violent,cs_fam_wkidsinglemom,cs_divorced,cs_married,cs_race_bla_st,cs00_seg_inc_pov25_st,cs_fam_wkidsinglemom_st,e_rank_b_kir26_f_p25,e_rank_b_kir26_m_p25
6600,Rome,GA,Georgia,0.697854077,0.703412074,0.775017743,0.805248619,0.816326531,0.852538276,0.839175258,0.871559633,0.869047619,0.885057471,0.622317597,0.650918635,0.703335699,0.758977901,0.753401361,0.812248187,0.781443299,0.832823649,0.81122449,0.850574713,0.00020175,0.000198796,0.000148087,0.000126333,0.000157983,0.000122886,0.000176072,0.000141925,0.000260441,0.000208698,0.702907712,0.691562932,0.78561354,0.780701754,0.792746114,0.814634146,0.857142857,0.909090909,0.85,0.882352941,0.632111252,0.654218534,0.720733427,0.74122807,0.740932643,0.790243902,0.816326531,0.863636364,0.75,0.882352941,0.000293991,0.000312886,0.000283888,0.000280423,0.000994567,0.000808578,0.00305995,0.002676559,0.009375,0.006106249,0.687165775,0.723809524,0.764285714,0.827225131,0.820956256,0.86003861,0.838219327,0.869797225,0.86971831,0.885135135,0.601604278,0.645238095,0.685714286,0.77486911,0.755849441,0.816602317,0.779587405,0.831376734,0.813380282,0.849662162,0.000640846,0.000545014,0.000307872,0.000228334,0.000187733,0.000144559,0.00018657,0.000149615,0.000267241,0.000215771,418304,0.19375758,-0.77347338,0.077814221,0.18121597,0.032061625,0.30091387,31876.889,0.49056,16.237,0.024653917,0,0,16.33264932,-4.9920535,0.034799241,0.01195303,5002.0615,-0.10878208,0.33970302,1.604705286,0.34705999,0.014704617,0.013110083,0.066078044,-1.682830225,0.52446544,0.001219355,0.18015279,0.10828895,0.60448211,-0.426296,-1.5637484,-1.0626534,37.039448,42.881203
6700,Tampa,FL,Florida,0.747228863,0.6693672,0.797217458,0.767547858,0.826876778,0.836721728,0.853329506,0.869477912,0.876340243,0.895914743,0.682460335,0.62907817,0.750333524,0.738559708,0.78507332,0.80643795,0.813432836,0.840504877,0.824874911,0.869626998,4.71002E-05,5.10924E-05,3.57029E-05,3.52031E-05,3.693E-05,3.30571E-05,4.35591E-05,3.84557E-05,5.16284E-05,4.02756E-05,0.753614458,0.643877241,0.806546525,0.735315186,0.851955307,0.793457944,0.830564784,0.834319527,0.892045455,0.86627907,0.686445783,0.608933455,0.762412652,0.713825215,0.810055866,0.764485981,0.784053156,0.816568047,0.829545455,0.837209302,6.48307E-05,7.2359E-05,6.66199E-05,7.31657E-05,0.000143264,0.000168268,0.000562504,0.00044315,0.000803408,0.000792383,0.730679157,0.735109718,0.787183544,0.800965466,0.819170243,0.84939759,0.85548225,0.873252859,0.875286041,0.89784336,0.672131148,0.681034483,0.737341772,0.764203491,0.77739628,0.818729463,0.816211122,0.843074968,0.824561404,0.871736663,0.00017203,0.00017024,7.66095E-05,6.69129E-05,4.9514E-05,4.06384E-05,4.71287E-05,4.20265E-05,5.51716E-05,4.23049E-05,2395997,-0.062302377,-0.21480395,0.099076502,0.23177978,0.062725492,0.26421389,42194.867,0.53417999,15.27,0.021641364,0,0,18.26995626,-2.5136399,-0.001060364,0.008764619,6791.4458,0.025713062,0.082520694,0.621608833,0.41586,0.041145294,0.024505874,0.097624518,-1.040117093,0.37860313,,0.25190404,0.12532488,0.53684115,-0.21459623,-0.52816308,0.90674585,43.079342,42.868912
6800,Lakeland,FL,Florida,0.772523962,0.71736527,0.78892944,0.805194805,0.83445946,0.849797023,0.863682604,0.891719745,0.871841155,0.906690141,0.711821086,0.68742515,0.749391728,0.777983921,0.79527027,0.827469554,0.822990844,0.869426752,0.817689531,0.883802817,0.000131075,0.000128666,0.000114236,0.000106818,0.00011001,9.65925E-05,0.000148196,0.000120514,0.000269085,0.000180802,0.778938207,0.690878378,0.796428571,0.767038414,0.857627119,0.786764706,0.790322581,0.844444444,0.846153846,0.791666667,0.72410792,0.66722973,0.755952381,0.750929368,0.827118644,0.772058824,0.758064516,0.844444444,0.769230769,0.791666667,0.000173869,0.000187529,0.000219629,0.000231765,0.000484723,0.000647,0.002958108,0.002919067,0.006827492,0.006872106,0.754807692,0.781893004,0.781094527,0.843209877,0.828691983,0.864013267,0.868621064,0.894091416,0.873106061,0.911764706,0.677884615,0.736625514,0.742537313,0.804938272,0.787341772,0.839966833,0.827361564,0.870680045,0.820075758,0.887867647,0.000524897,0.000399194,0.000237781,0.000193843,0.000141295,0.000111461,0.000155086,0.000125525,0.000279454,0.000183012,598228,-0.23995224,-0.29981896,0.12475845,0.17128827,0.049799755,0.28888541,36101.727,0.47654,12.184999,0.016356658,0,0,18.44985961,-7.0880952,0.02461536,0.015044431,6000.8408,0.058071315,0.085568503,0.383276073,0.34788999,0.048140508,0.025463536,0.07741823,-1.729680693,0.42202973,,0.24007504,0.10686369,0.57969409,0.041108392,-0.96469325,0.58206815,40.742535,44.398533
6900,Sarasota,FL,Florida,0.778727445,0.700743494,0.814971751,0.762871646,0.84015748,0.844567803,0.850931677,0.87867975,0.875127943,0.898340249,0.708452042,0.671003718,0.76059322,0.73386512,0.779527559,0.812846947,0.801242236,0.848349688,0.817809621,0.862033195,0.000196152,0.000205165,0.000128595,0.00014163,0.000135326,0.00012064,0.000141307,0.000114766,0.000152505,0.000123373,0.780964798,0.686868687,0.815967524,0.723314607,0.823970038,0.778625954,0.79245283,0.785714286,0.782608696,0.842105263,0.713168188,0.664141414,0.768606225,0.696629214,0.767790262,0.755725191,0.764150943,0.761904762,0.760869565,0.842105263,0.000266701,0.000281638,0.000240664,0.000296822,0.000667747,0.000704598,0.001700229,0.002159594,0.003955371,0.002332702,0.772727273,0.73943662,0.813884786,0.805097451,0.8444666,0.861861862,0.857002938,0.886210222,0.879699248,0.901874311,0.695804196,0.690140845,0.751846381,0.773613193,0.782652044,0.827827828,0.805093046,0.855351977,0.820622986,0.863285557,0.000740072,0.00075298,0.000275588,0.000262572,0.000169599,0.000142672,0.000153691,0.00011931,0.000158111,0.000130125,763795,-0.17960458,-0.43402469,0.058147803,0.21387625,0.051350459,0.31855217,52946.785,0.54064,17.696001,0.018431321,0,0,18.90542405,-1.0821407,0.003988907,0.003927756,4013.3733,-0.029855005,0.077605948,0.623820294,0.50476998,0.04287276,0.022892268,0.09176442,-0.533027151,0.40324563,,0.22952603,0.10979371,0.60150516,-0.62210643,-0.91232258,0.29252324,43.051929,43.849689
7000,Miami,FL,Florida,0.827296588,0.7191063,0.848128222,0.767539644,0.862680341,0.809750088,0.879784813,0.846137431,0.883027916,0.870651051,0.751286089,0.667971899,0.784465367,0.721648246,0.812619503,0.771911299,0.836126629,0.809859155,0.840897414,0.837409576,1.96174E-05,2.55425E-05,1.89508E-05,2.41317E-05,2.64678E-05,3.09863E-05,2.83507E-05,3.28611E-05,2.2913E-05,2.34507E-05,0.825518297,0.699561735,0.844548872,0.734862201,0.842373667,0.769874477,0.866103739,0.8,0.85286783,0.835266821,0.746904133,0.652259332,0.778383459,0.694226514,0.787668058,0.738261274,0.813027744,0.766451613,0.802992519,0.802784223,2.63028E-05,3.42779E-05,3.24253E-05,4.27029E-05,7.75369E-05,8.98334E-05,0.00018337,0.000230972,0.000394503,0.000367336,0.832763045,0.781703775,0.85341477,0.815985685,0.874860957,0.834041348,0.882617383,0.85527998,0.885251931,0.873488372,0.764756202,0.718296225,0.793448084,0.762302416,0.827586207,0.792410082,0.840909091,0.818460752,0.843692534,0.840186047,7.69479E-05,9.79413E-05,4.54992E-05,5.40404E-05,3.96794E-05,4.65863E-05,3.34118E-05,3.7991E-05,2.42507E-05,2.49811E-05,3955969,0.076933429,-0.1748874,0.19110665,0.33048096,0.088324562,0.19789544,38110.355,0.63217998,18.866999,0.027478548,0,0,21.25638916,-6.9994802,0.00571966,0.009100173,7491.2168,0.038823009,0.067616977,0.887107851,0.30114001,0.02177469,0.027488587,0.39684215,-2.141428541,0.41974571,,0.25765362,0.11723588,0.50163442,0.7017101,0.336373,1.064558,47.121593,43.14933
7100,Port St. Lucie,FL,Florida,0.798823097,0.69701666,0.824774462,0.757108599,0.834131476,0.826678368,0.859632595,0.85924563,0.876941458,0.878212732,0.734093417,0.662146455,0.771686329,0.72045221,0.791031781,0.789381308,0.813000471,0.830726771,0.826762246,0.839066825,7.17912E-05,8.66751E-05,6.11334E-05,6.89965E-05,7.19637E-05,7.29524E-05,7.16113E-05,6.46825E-05,5.70396E-05,5.33941E-05,0.800283957,0.679591837,0.831440526,0.738124239,0.835497836,0.776957164,0.868644068,0.824267782,0.886524823,0.786982249,0.735447231,0.648979592,0.777047221,0.704628502,0.793650794,0.742983752,0.809322034,0.778242678,0.829787234,0.75147929,9.20798E-05,0.000116227,0.000103553,0.000126752,0.000236319,0.000282066,0.000653898,0.000722096,0.001001705,0.001105078,0.793729373,0.752012882,0.815550041,0.781519186,0.833541147,0.847690387,0.858505564,0.863565892,0.876371308,0.884745763,0.729372937,0.703703704,0.76426799,0.740798747,0.789900249,0.808988764,0.813460519,0.837209302,0.826582279,0.845338983,0.000325723,0.000335757,0.000149018,0.000150365,0.000103465,9.64581E-05,8.04147E-05,7.0434E-05,6.04827E-05,5.53987E-05,1533306,-0.036913339,-0.34013554,0.12861751,0.24796306,0.081508435,0.26033628,55175.254,0.61040998,20.816,0.026898734,0,0,19.36859136,-5.3113194,-0.008123435,0.007174041,5061.6689,-0.059741192,0.063988216,0.475014472,0.40450999,0.046854313,0.030215104,0.15722445,-1.433021593,0.51589966,,0.22649431,0.10729092,0.56914186,0.079531446,0.10617764,0.20930992,44.00256,42.414116
7200,Cape Coral,FL,Florida,0.758149317,0.686295503,0.816291161,0.785714286,0.823658269,0.82918552,0.832718327,0.877336449,0.872750643,0.883631714,0.690851735,0.658458244,0.7694974,0.74906015,0.765607886,0.795248869,0.798277983,0.845794393,0.816195373,0.850383632,0.00022458,0.000240783,0.000153701,0.000176663,0.000196553,0.000184195,0.000198069,0.000152367,0.000192828,0.0001627,0.745810056,0.663780664,0.823817292,0.771698113,0.769230769,0.78817734,0.860465116,0.88,0.840909091,0.871794872,0.687150838,0.634920635,0.776508972,0.743396226,0.745192308,0.75862069,0.825581395,0.813333333,0.75,0.820512821,0.000300244,0.000334483,0.000283104,0.000359921,0.000912888,0.000902046,0.001674381,0.002024296,0.004261364,0.003776193,0.795744681,0.751037344,0.807763401,0.799625468,0.839716312,0.841409692,0.829436039,0.877080666,0.874659401,0.884253028,0.70212766,0.726141079,0.76155268,0.754681648,0.771631206,0.806167401,0.795048143,0.848911652,0.820163488,0.851951548,0.000889976,0.000825146,0.000335657,0.000346699,0.000249952,0.000229459,0.000224136,0.000164226,0.000200947,0.000169758,692265,-0.005235577,-0.54871333,0.056364253,0.26345149,0.058603231,0.27346528,55874.957,0.57442999,17.021999,0.02465713,0,0,18.63199522,-4.292954,0.023118177,0.007222668,2298.8992,-0.054892618,0.043591604,0.168609019,0.46312001,0.06664211,0.02638296,0.12465467,-1.240413995,0.37718648,,0.21527113,0.10759477,0.61021334,-0.6398645,-0.66738081,-0.09873943,43.815372,44.114655
7300,Palm Bay,FL,Florida,0.796915167,0.686623012,0.807602793,0.786039454,0.831814997,0.836325967,0.855670103,0.889438944,0.881333333,0.894132653,0.735218509,0.658559401,0.750969744,0.753414264,0.787666433,0.812845304,0.810996564,0.865511551,0.832,0.853316327,0.000166814,0.000210345,0.000145085,0.000140957,0.000117203,0.000105061,0.000131685,9.60407E-05,0.000186368,0.000159653,0.812958435,0.663923182,0.828877005,0.762152778,0.846441948,0.810169492,0.810126582,0.814814815,0.888888889,0.848484849,0.753056235,0.639231824,0.770053476,0.739583333,0.808988764,0.789830509,0.772151899,0.814814815,0.833333333,0.848484849,0.000227338,0.000316344,0.000315635,0.000334375,0.000578749,0.000562706,0.002227004,0.00186286,0.003858025,0.003895706,0.759312321,0.735294118,0.791208791,0.80458221,0.828448276,0.843018213,0.858986175,0.894783378,0.880952381,0.896138482,0.693409742,0.7,0.736263736,0.764150943,0.782758621,0.818733738,0.813824885,0.869142352,0.831932773,0.853528629,0.000609148,0.000617647,0.00026673,0.00024289,0.000146593,0.000128715,0.000139644,0.000100561,0.000195827,0.000166468,589177,-0.2562688,-0.22690345,0.081826001,0.14352597,0.059920847,0.29973266,45263.891,0.46930999,14.294,0.019941628,0,0,18.00794682,9.035924,-0.015162055,0.006789131,6751.3203,0.10132319,0.12335656,1.067124935,0.39438,0.047119966,0.026394445,0.06812644,-0.799308279,0.41395879,,0.22673212,0.11938457,0.58274812,-0.38635236,-0.62288201,0.21583717,42.469429,43.270809
7400,Orlando,FL,Florida,0.790943601,0.70180156,0.811076481,0.780642023,0.828848821,0.846955128,0.860655738,0.876850849,0.862068966,0.888888889,0.732104122,0.662543695,0.760489091,0.743433852,0.784466019,0.818376068,0.82038489,0.846876129,0.810765349,0.857692308,5.318E-05,6.01182E-05,4.36695E-05,4.63862E-05,4.69013E-05,3.97E-05,5.25137E-05,4.68317E-05,6.45185E-05,5.21608E-05,0.791742784,0.678241596,0.805606618,0.740425532,0.827970297,0.806973848,0.840182648,0.857142857,0.881188119,0.826086957,0.733649982,0.643147396,0.758731618,0.711111111,0.785891089,0.779576588,0.821917808,0.823809524,0.851485149,0.791304348,7.13948E-05,8.47835E-05,8.41259E-05,9.7131E-05,0.00020825,0.000213994,0.000668351,0.000691178,0.001252061,0.001436016,0.788643533,0.764822134,0.817042607,0.823234852,0.82910261,0.857871472,0.862388867,0.878468152,0.861220905,0.892134832,0.7276551,0.714426878,0.762406015,0.7776665,0.784054344,0.828969738,0.820255122,0.84876905,0.808959157,0.861123596,0.000208384,0.000201602,9.07985E-05,8.65805E-05,6.05338E-05,4.82077E-05,5.69914E-05,5.01603E-05,6.78719E-05,5.37482E-05,1697906,-0.067693084,-0.31085804,0.1332771,0.18112287,0.064379856,0.2122663,38369.941,0.52438998,14.236,0.026407558,0,0,19.88380475,-2.6601992,0.004054608,0.012368176,2759.3528,0.1303632,0.066670097,0.462265791,0.33254999,0.057474324,0.034085515,0.11774667,-1.755675773,0.37950924,,0.23137075,0.11032404,0.54330015,0.12592509,-0.47229162,0.34315634,42.993942,43.136799
7500,Deltona,FL,Florida,0.773413897,0.699326851,0.812450749,0.79476584,0.847122302,0.841075795,0.858710562,0.868421053,0.851941748,0.86946387,0.720543807,0.662677637,0.749408984,0.751377411,0.810251799,0.815810921,0.829903978,0.844736842,0.791262136,0.843822844,0.000152085,0.000167192,0.000147987,0.000128657,0.000138259,0.000122464,0.00019364,0.000172574,0.000400889,0.000307193,0.765957447,0.655937847,0.833001988,0.754180602,0.849462366,0.824742268,0.846153846,0.849056604,0.8,0.8,0.711086226,0.624861265,0.775347913,0.70735786,0.822580645,0.788659794,0.826923077,0.830188679,0.75,0.8,0.000230059,0.000260166,0.000346289,0.000346158,0.000784633,0.000859152,0.002752333,0.002659914,0.009375,0.005333333,0.788863109,0.788990826,0.798955614,0.823185012,0.846652268,0.844143272,0.859675037,0.869872702,0.854591837,0.874686717,0.740139211,0.740825688,0.732375979,0.782201405,0.807775378,0.820909971,0.830132939,0.84582744,0.793367347,0.847117795,0.000446249,0.000440374,0.000255877,0.000199488,0.000167683,0.00014232,0.00020829,0.000184446,0.000418203,0.000324585,563598,-0.41272956,-0.31206164,0.10037828,0.19554366,0.048819486,0.30283281,38458.945,0.46489,11.814,0.025446387,0,0,17.5815082,0.4340333,-0.025262944,0.008871571,8990.1641,0.053577658,0.092296951,0.538709381,0.39741001,0.051117995,0.027549778,0.06248755,-1.390105071,0.37353575,,0.24891663,0.11997216,0.56518686,-0.20163493,-0.99779904,0.82474846,41.335682,43.55537
7600,Jacksonville,FL,Florida,0.770964534,0.676286509,0.793728035,0.769559033,0.822948971,0.827889804,0.849069607,0.873809524,0.874505929,0.895574341,0.710971163,0.634909597,0.736955934,0.742532006,0.779813927,0.803748935,0.807718815,0.849319728,0.830039526,0.868722029,6.81111E-05,8.05978E-05,5.24066E-05,5.43893E-05,4.84083E-05,4.47988E-05,5.3518E-05,4.35292E-05,6.97006E-05,5.67101E-05,0.777683855,0.65457051,0.809124279,0.72691662,0.833534379,0.770573566,0.826086957,0.825396825,0.887640449,0.804878049,0.719357566,0.614607258,0.75616151,0.701175154,0.786489747,0.746882793,0.77826087,0.805555556,0.853932584,0.768292683,8.53264E-05,0.000108803,9.66866E-05,0.000117252,0.000202562,0.000235722,0.000750308,0.000621571,0.00140148,0.002170964,0.746543779,0.743919886,0.77734375,0.813657407,0.819720383,0.844795881,0.851047904,0.878348214,0.873901809,0.899429756,0.680491552,0.6981402,0.716517857,0.785300926,0.777777778,0.820522251,0.810254491,0.853422619,0.828940569,0.872991187,0.000333983,0.000301489,0.000113348,9.75714E-05,6.35907E-05,5.41616E-05,5.75382E-05,4.65374E-05,7.32807E-05,5.74793E-05,1176696,-0.21478432,0.13048156,0.21299639,0.22273342,0.078041874,0.2291092,38502.16,0.47676,13.686,0.020926511,0,0,19.90108496,-0.76289529,0.031900659,0.006798697,4409.0498,0.019791314,0.077889286,0.352847387,0.41631001,0.036477561,0.027812621,0.051851425,-1.440707644,0.42682222,0.002224447,0.25192872,0.12418865,0.54649198,0.91965729,-0.010895655,0.90742314,40.977444,41.62331
7700,Lake City,FL,Florida,0.771484375,0.726755218,0.774131274,0.815109344,0.797435897,0.9075,0.878661088,0.899641577,0.836538462,0.846846847,0.72265625,0.711574953,0.731660232,0.793240557,0.748717949,0.8625,0.832635983,0.867383513,0.807692308,0.837837838,0.000391454,0.000389442,0.000379022,0.000326064,0.000482409,0.000296484,0.000583068,0.000412292,0.001493514,0.001224014,0.755681818,0.731638418,0.801020408,0.751091703,0.879310345,0.857142857,0.857142857,0.875,,,0.71875,0.725988701,0.765306122,0.742358079,0.810344828,0.814285714,0.761904762,0.875,,,0.000574285,0.000561947,0.000916391,0.000835208,0.00264976,0.00216035,0.008638376,0.006835938,,,0.80625,0.716763006,0.757763975,0.868613139,0.78313253,0.918181818,0.880733945,0.901140684,0.848484849,0.841121495,0.73125,0.682080925,0.711180124,0.835766423,0.737951807,0.872727273,0.839449541,0.866920152,0.818181818,0.831775701,0.001228272,0.001253448,0.000637897,0.000500952,0.000582467,0.000336589,0.000618229,0.000438668,0.00150263,0.001307709,149695,-0.050727051,0.69301438,0.20555128,0.11769336,0.01690802,0.33898029,25561.313,0.4147,8.8570004,0.019744879,0,0,18.81897842,-5.550714,-0.0094819,0.013360499,1179.7886,0.098147854,0.11745862,0.20147721,0.34384,0.022398878,0.013026487,0.029044151,-1.773824542,0.41134307,,0.24625866,0.12186851,0.55041975,0.84552938,-2.0755184,0.75179374,38.377701,44.272804
7800,Ocala,FL,Florida,0.756875688,0.723127036,0.776923077,0.772123894,0.831871345,0.817585302,0.798994975,0.901408451,0.873913044,0.887159533,0.702970297,0.678610206,0.727472528,0.73119469,0.782163743,0.776902887,0.763819096,0.870892019,0.834782609,0.856031128,0.000229706,0.000236806,0.000217864,0.000217421,0.000249099,0.00022746,0.000453265,0.000263942,0.000599655,0.00047954,0.753448276,0.68296796,0.778947368,0.711815562,0.872727273,0.76146789,0.823529412,0.866666667,0.833333333,0.909090909,0.696551724,0.649241147,0.718421053,0.668587896,0.836363636,0.733944954,0.823529412,0.833333333,0.833333333,0.909090909,0.000364427,0.000384025,0.000532348,0.000638554,0.001244177,0.001791466,0.008548749,0.00462963,0.011574074,0.007513148,0.762917933,0.795731707,0.775471698,0.809694794,0.824041812,0.826952527,0.797900263,0.904040404,0.876146789,0.886178862,0.714285714,0.731707317,0.733962264,0.770197487,0.771777004,0.784073507,0.761154856,0.873737374,0.834862385,0.853658537,0.000620309,0.000598511,0.000368418,0.000317762,0.000306859,0.000259268,0.00047716,0.000278587,0.000632418,0.000507828,377001,-0.087208144,-0.15216902,0.085097916,0.15777349,0.019321516,0.27328452,38730.547,0.48671001,12.615999,0.017200906,0,0,17.63603729,1.1249368,-0.003410948,0.005305026,2370.3416,0.024750391,0.090838827,0.53486036,0.35308999,0.055864573,0.023527789,0.050842661,-1.831437058,0.34965956,,0.24615642,0.11286338,0.61070585,-0.35377526,-1.9940095,0.74898762,40.492943,42.817604
7900,Gainesville,FL,Florida,0.723970944,0.644341801,0.78483835,0.776418243,0.844274809,0.874269006,0.843298969,0.89788054,0.897142857,0.876675603,0.675544794,0.612009238,0.746934225,0.755283649,0.792366412,0.839181287,0.806185567,0.882466281,0.851428571,0.836461126,0.000265356,0.000274196,0.000210729,0.000205595,0.000251178,0.000197304,0.000322166,0.000199845,0.000361423,0.00036674,0.710344828,0.612598425,0.776119403,0.730941704,0.818965517,0.834862385,0.896551724,0.954545455,0.913043478,,0.670689655,0.587401575,0.744136461,0.708520179,0.793103448,0.788990826,0.896551724,0.954545455,0.869565217,,0.000380802,0.000381671,0.000405965,0.000463048,0.001414572,0.001527379,0.003198163,0.001972201,0.004931372,,0.756097561,0.731601732,0.794392523,0.821192053,0.849721707,0.88173913,0.839912281,0.895372233,0.896024465,0.873972603,0.68699187,0.67965368,0.75,0.801324503,0.792207792,0.848695652,0.800438597,0.879275654,0.850152905,0.832876712,0.000874122,0.000942531,0.000438084,0.000351443,0.000305407,0.000223324,0.0003503,0.000213581,0.000389581,0.000381351,320199,0.15861413,-0.15483752,0.17477569,0.13732393,0.087865382,0.32091722,28320.609,0.50976998,12.516,0.02046136,0,0,18.18963065,-1.6070606,0.016054327,0.012492231,1796.1881,0.4158321,0.049242966,0.444383727,0.33485001,0.032664062,0.032454817,0.057304107,-1.494071133,0.35352078,,0.27612123,0.10360312,0.46088204,0.53910947,0.32086554,1.5714494,40.202381,41.761589
8000,Sumter,SC,South Carolina,0.804104478,0.669491525,0.8007034,0.766705744,0.855575868,0.858306189,0.859719439,0.886877828,0.889400922,0.900414938,0.749067164,0.624293785,0.74912075,0.735052755,0.824497258,0.820846906,0.817635271,0.86199095,0.857142857,0.887966805,0.000175341,0.000220858,0.000220327,0.000228312,0.000264537,0.000239507,0.000298813,0.000269146,0.000564281,0.000412787,0.808463252,0.664319249,0.813121272,0.737288136,0.796116505,0.827067669,0.888888889,0.75,,,0.75389755,0.624413146,0.75944334,0.718220339,0.796116505,0.781954887,0.888888889,0.75,,,0.00020661,0.00027526,0.000363199,0.000428771,0.001575874,0.001281966,0.003657979,0.009375,,,0.781609195,0.690476191,0.782857143,0.803149606,0.869369369,0.866943867,0.858050848,0.893364929,0.885714286,0.902542373,0.724137931,0.623809524,0.734285714,0.755905512,0.831081081,0.831600832,0.813559322,0.867298578,0.852380952,0.889830509,0.001148059,0.001117482,0.000557458,0.000484284,0.000316183,0.000291145,0.000321357,0.000272729,0.000599179,0.000415391,209914,-0.06682726,-0.13442513,0.43982774,0.13377902,0.050604336,0.33009306,29459.129,0.44400999,8.6479998,0.015537178,0,0,17.23366624,-8.1656723,-0.008808962,0.014291567,3194.1765,-0.20354711,0.23507385,1.195485178,0.30603001,0.01787875,0.020665606,0.018727841,-1.853765011,0.41614661,0.002848786,0.28557494,0.088823877,0.52530974,3.1781237,-0.9375208,1.8309311,39.834492,40.827484
